tip	date	distance	residual
LIBR10218_2014-09-29_LB3_LBR	2014.7424138717772	5.847464500000005E-4	2.7695849650454744E-4
LIBR10047_2014-10-01_LB3_LBR	2014.7478895733516	6.383922500000005E-4	3.2929367387162563E-4
LIBR0159_2014-11-13_LB3_LBR	2014.8657312343144	6.389191500000004E-4	3.016148826266165E-4
LIBR10217_2014-09-29_LB3_LBR	2014.7424138717772	5.847418500000005E-4	2.769538965045474E-4
LIBR10014_2014-08-19_LB3_LBR	2014.6301619895048	3.7171435000000043E-4	9.079416047852852E-5
LIBR10032_2014-08-16_LB3_LBR	2014.6219484371436	3.717084500000005E-4	9.275419442782802E-5
LIBR10306_2014-06-25_LB3_LBR	2014.4795801962127	2.656391500000004E-4	2.0761082882684765E-5
LIBR10239_2014-07-19_LB3_LBR	2014.5452886151038	2.656327500000004E-4	5.027211288178147E-6
LIBR10026_2014-08-16_LB3_LBR	2014.6219484371436	3.2024745000000044E-4	4.1293194427827976E-5
LIBR10048_2014-10-01_LB3_LBR	2014.7478895733516	3.740921500000004E-4	6.499357387162552E-5
LIBR10238_2014-07-18_LB3_LBR	2014.5425507643167	2.658309500000004E-4	5.880722604555827E-6
LIBR10262_2014-10-16_LB3_LBR	2014.7889573351586	3.7272255000000043E-4	5.37943041250728E-5
LIBR10249_2014-07-04_LB3_LBR	2014.5042208532968	2.1235955000000045E-4	-3.841631896526904E-5
LIBR0092_2014-11-08_LB3_LBR	2014.8520419803788	4.254114500000005E-4	9.13837392087823E-5
LIBR10270_2014-08-26_LB3_LBR	2014.6493269450148	4.248946500000004E-4	1.3938728126349647E-4
LIBR10101_2014-08-22_LB3_LBR	2014.6383755418663	3.186206500000005E-4	3.573452652922912E-5
LIBR10279_2014-08-26_LB3_LBR	2014.6493269450148	1.0613475000000016E-4	-1.7937261873650378E-4
LIBR10248_2014-07-14_LB3_LBR	2014.5315993611682	1.0615375000000013E-4	-1.5117523212965635E-4
LIBR10245_2014-07-01_LB3_LBR	2014.4960073009354	1.0615715000000021E-4	-1.426527850159143E-4
LIBR0073_2014-11-06_LB3_LBR	2014.8465662788044	3.724213500000002E-4	3.9704261841648296E-5
LIBR0071_2014-11-06_LB3_LBR	2014.8465662788044	3.722862500000002E-4	3.9569161841648305E-5
LIBR0059_2014-11-05_LB3_LBR	2014.8438284280173	3.7229055000000013E-4	4.02287731580814E-5
LIBR0058_2014-11-05_LB3_LBR	2014.8438284280173	4.2568995000000014E-4	9.362817315808141E-5
LIBR10022_2014-08-16_LB3_LBR	2014.6219484371436	1.0614525000000005E-4	-1.728090055721724E-4
LIBR10226_2014-09-26_LB3_LBR	2014.734200319416	4.290755500000001E-4	1.2325353045384646E-4
LIBR10155_2014-09-13_LB3_LBR	2014.6986082591832	2.655301500000001E-4	-3.177282243241157E-5
LIBR10128_2014-08-30_LB3_LBR	2014.6602783481633	1.5927625000000003E-4	-1.2885236400229203E-4
LIBR10196_2014-08-26_LB3_LBR	2014.6493269450148	1.592306500000002E-4	-1.2627671873650375E-4
LIBR0168_2014-11-13_LB3_LBR	2014.8657312343144	2.664735500000002E-4	-7.08307173733837E-5
LIBR10223_2014-09-26_LB3_LBR	2014.734200319416	3.188608500000001E-4	1.303883045384647E-5
LIBR0112_2014-11-10_LB3_LBR	2014.857517681953	4.2478215000000034E-4	8.944381657591586E-5
LIBR0160_2014-11-13_LB3_LBR	2014.8657312343144	4.778783500000003E-4	1.4057408262661635E-4
LIBR0333_2014-11-25_LB3_LBR	2014.8985854437599	5.847239500000002E-4	2.3955594682930747E-4
LIBR0624_2014-12-22_LB3_LBR	2014.9725074150126	6.372326500000002E-4	2.7437124128544587E-4
LIBR0622_2014-12-22_LB3_LBR	2014.9725074150126	6.372289500000002E-4	2.743675412854459E-4
LIBR10089_2014-08-17_NA_LBR	2014.6246862879307	5.000000003410059E-11	-2.796095168886056E-4
